1,2,3,4,g,6,t,8,col_value
braided,4.2,atoms,gamma:,0.028,varphi:,0.064,pingjunzhi:,0.000167298
braided,4.2,atoms,gamma:,0.028,varphi:,0.066,pingjunzhi:,0.000205718
braided,4.2,atoms,gamma:,0.028,varphi:,0.068,pingjunzhi:,0.000172291
braided,4.2,atoms,gamma:,0.028,varphi:,0.07,pingjunzhi:,0.000197101
braided,4.2,atoms,gamma:,0.028,varphi:,0.072,pingjunzhi:,0.000197287
braided,4.2,atoms,gamma:,0.028,varphi:,0.074,pingjunzhi:,0.000209298
braided,4.2,atoms,gamma:,0.028,varphi:,0.076,pingjunzhi:,0.00026334
braided,4.2,atoms,gamma:,0.028,varphi:,0.078,pingjunzhi:,0.000194747
braided,4.2,atoms,gamma:,0.028,varphi:,0.08,pingjunzhi:,0.000229511
braided,4.2,atoms,gamma:,0.028,varphi:,0.082,pingjunzhi:,0.000230746
braided,4.2,atoms,gamma:,0.028,varphi:,0.084,pingjunzhi:,0.000250032
braided,4.2,atoms,gamma:,0.028,varphi:,0.086,pingjunzhi:,0.000257427
braided,4.2,atoms,gamma:,0.028,varphi:,0.088,pingjunzhi:,0.000265948
braided,4.2,atoms,gamma:,0.028,varphi:,0.09,pingjunzhi:,0.00036106
braided,4.2,atoms,gamma:,0.028,varphi:,0.092,pingjunzhi:,0.000261984
braided,4.2,atoms,gamma:,0.028,varphi:,0.094,pingjunzhi:,0.000383647
braided,4.2,atoms,gamma:,0.028,varphi:,0.096,pingjunzhi:,0.000405922
braided,4.2,atoms,gamma:,0.028,varphi:,0.098,pingjunzhi:,0.00029886
braided,4.2,atoms,gamma:,0.028,varphi:,0.1,pingjunzhi:,0.00041165
braided,4.2,atoms,gamma:,0.028,varphi:,0.102,pingjunzhi:,0.00043739
braided,4.2,atoms,gamma:,0.028,varphi:,0.104,pingjunzhi:,0.000527239
braided,4.2,atoms,gamma:,0.028,varphi:,0.106,pingjunzhi:,0.000373327
braided,4.2,atoms,gamma:,0.028,varphi:,0.108,pingjunzhi:,0.000451736
braided,4.2,atoms,gamma:,0.028,varphi:,0.11,pingjunzhi:,0.000521613
braided,4.2,atoms,gamma:,0.028,varphi:,0.112,pingjunzhi:,0.000496548
braided,4.2,atoms,gamma:,0.028,varphi:,0.114,pingjunzhi:,0.000490298
braided,4.2,atoms,gamma:,0.028,varphi:,0.116,pingjunzhi:,0.000538273
braided,4.2,atoms,gamma:,0.028,varphi:,0.118,pingjunzhi:,0.000529133
braided,4.2,atoms,gamma:,0.028,varphi:,0.12,pingjunzhi:,0.000570813
braided,4.2,atoms,gamma:,0.028,varphi:,0.122,pingjunzhi:,0.000567467
braided,4.2,atoms,gamma:,0.028,varphi:,0.124,pingjunzhi:,0.000604703
braided,4.2,atoms,gamma:,0.028,varphi:,0.126,pingjunzhi:,0.000705139
braided,4.2,atoms,gamma:,0.028,varphi:,0.128,pingjunzhi:,0.000685794
braided,4.2,atoms,gamma:,0.028,varphi:,0.13,pingjunzhi:,0.000600835
braided,4.2,atoms,gamma:,0.028,varphi:,0.132,pingjunzhi:,0.000573323
braided,4.2,atoms,gamma:,0.028,varphi:,0.134,pingjunzhi:,0.000634644
braided,4.2,atoms,gamma:,0.028,varphi:,0.136,pingjunzhi:,0.000592277
braided,4.2,atoms,gamma:,0.028,varphi:,0.138,pingjunzhi:,0.000718429
braided,4.2,atoms,gamma:,0.028,varphi:,0.14,pingjunzhi:,0.000604125
braided,4.2,atoms,gamma:,0.028,varphi:,0.142,pingjunzhi:,0.000647626
braided,4.2,atoms,gamma:,0.028,varphi:,0.144,pingjunzhi:,0.00075395
braided,4.2,atoms,gamma:,0.028,varphi:,0.146,pingjunzhi:,0.000964933
braided,4.2,atoms,gamma:,0.028,varphi:,0.148,pingjunzhi:,0.000783587
braided,4.2,atoms,gamma:,0.028,varphi:,0.15,pingjunzhi:,0.000891763
braided,4.2,atoms,gamma:,0.028,varphi:,0.152,pingjunzhi:,0.000777194
braided,4.2,atoms,gamma:,0.028,varphi:,0.154,pingjunzhi:,0.000868853
braided,4.2,atoms,gamma:,0.028,varphi:,0.156,pingjunzhi:,0.000897049
braided,4.2,atoms,gamma:,0.028,varphi:,0.158,pingjunzhi:,0.001063216
braided,4.2,atoms,gamma:,0.028,varphi:,0.16,pingjunzhi:,0.000905006
braided,4.2,atoms,gamma:,0.028,varphi:,0.162,pingjunzhi:,0.000856149
braided,4.2,atoms,gamma:,0.028,varphi:,0.164,pingjunzhi:,0.000989292
braided,4.2,atoms,gamma:,0.028,varphi:,0.166,pingjunzhi:,0.001123284
braided,4.2,atoms,gamma:,0.028,varphi:,0.168,pingjunzhi:,0.001228574
braided,4.2,atoms,gamma:,0.028,varphi:,0.17,pingjunzhi:,0.001062703
braided,4.2,atoms,gamma:,0.028,varphi:,0.172,pingjunzhi:,0.000965413
braided,4.2,atoms,gamma:,0.028,varphi:,0.174,pingjunzhi:,0.001198134
braided,4.2,atoms,gamma:,0.028,varphi:,0.176,pingjunzhi:,0.00099333
braided,4.2,atoms,gamma:,0.028,varphi:,0.178,pingjunzhi:,0.001033318
braided,4.2,atoms,gamma:,0.028,varphi:,0.18,pingjunzhi:,0.001072056
braided,4.2,atoms,gamma:,0.028,varphi:,0.182,pingjunzhi:,0.001329981
braided,4.2,atoms,gamma:,0.028,varphi:,0.184,pingjunzhi:,0.001221556
braided,4.2,atoms,gamma:,0.028,varphi:,0.186,pingjunzhi:,0.00147881
braided,4.2,atoms,gamma:,0.028,varphi:,0.188,pingjunzhi:,0.001450339
braided,4.2,atoms,gamma:,0.028,varphi:,0.19,pingjunzhi:,0.001104352
braided,4.2,atoms,gamma:,0.028,varphi:,0.192,pingjunzhi:,0.001366312
braided,4.2,atoms,gamma:,0.028,varphi:,0.194,pingjunzhi:,0.001267856
braided,4.2,atoms,gamma:,0.028,varphi:,0.196,pingjunzhi:,0.001734188
braided,4.2,atoms,gamma:,0.028,varphi:,0.198,pingjunzhi:,0.001447938
braided,4.2,atoms,gamma:,0.028,varphi:,0.2,pingjunzhi:,0.001443325
braided,4.2,atoms,gamma:,0.028,varphi:,0.202,pingjunzhi:,0.001522614
braided,4.2,atoms,gamma:,0.028,varphi:,0.204,pingjunzhi:,0.001444224
braided,4.2,atoms,gamma:,0.028,varphi:,0.206,pingjunzhi:,0.001722732
braided,4.2,atoms,gamma:,0.028,varphi:,0.208,pingjunzhi:,0.001412359
braided,4.2,atoms,gamma:,0.028,varphi:,0.21,pingjunzhi:,0.001617247
braided,4.2,atoms,gamma:,0.028,varphi:,0.212,pingjunzhi:,0.001384713
braided,4.2,atoms,gamma:,0.028,varphi:,0.214,pingjunzhi:,0.001543438
braided,4.2,atoms,gamma:,0.028,varphi:,0.216,pingjunzhi:,0.001710996
braided,4.2,atoms,gamma:,0.028,varphi:,0.218,pingjunzhi:,0.001476414
braided,4.2,atoms,gamma:,0.028,varphi:,0.22,pingjunzhi:,0.00156476
braided,4.2,atoms,gamma:,0.028,varphi:,0.222,pingjunzhi:,0.001859212
braided,4.2,atoms,gamma:,0.028,varphi:,0.224,pingjunzhi:,0.002260021
braided,4.2,atoms,gamma:,0.028,varphi:,0.226,pingjunzhi:,0.001987178
braided,4.2,atoms,gamma:,0.028,varphi:,0.228,pingjunzhi:,0.001940876
braided,4.2,atoms,gamma:,0.028,varphi:,0.23,pingjunzhi:,0.001915932
braided,4.2,atoms,gamma:,0.028,varphi:,0.232,pingjunzhi:,0.001661581
braided,4.2,atoms,gamma:,0.028,varphi:,0.234,pingjunzhi:,0.001887786
braided,4.2,atoms,gamma:,0.028,varphi:,0.236,pingjunzhi:,0.001839988
braided,4.2,atoms,gamma:,0.028,varphi:,0.238,pingjunzhi:,0.001822048
braided,4.2,atoms,gamma:,0.028,varphi:,0.24,pingjunzhi:,0.001645347
braided,4.2,atoms,gamma:,0.028,varphi:,0.242,pingjunzhi:,0.001923042
braided,4.2,atoms,gamma:,0.028,varphi:,0.244,pingjunzhi:,0.00223999
braided,4.2,atoms,gamma:,0.028,varphi:,0.246,pingjunzhi:,0.002346317
braided,4.2,atoms,gamma:,0.028,varphi:,0.248,pingjunzhi:,0.002188006
braided,4.2,atoms,gamma:,0.028,varphi:,0.25,pingjunzhi:,0.001795973
braided,4.2,atoms,gamma:,0.028,varphi:,0.252,pingjunzhi:,0.001755448
braided,4.2,atoms,gamma:,0.028,varphi:,0.254,pingjunzhi:,0.002661996
braided,4.2,atoms,gamma:,0.028,varphi:,0.256,pingjunzhi:,0.002330889
braided,4.2,atoms,gamma:,0.028,varphi:,0.258,pingjunzhi:,0.002041035
braided,4.2,atoms,gamma:,0.028,varphi:,0.26,pingjunzhi:,0.002502547
braided,4.2,atoms,gamma:,0.028,varphi:,0.262,pingjunzhi:,0.002244714
braided,4.2,atoms,gamma:,0.028,varphi:,0.264,pingjunzhi:,0.002433596
braided,4.2,atoms,gamma:,0.028,varphi:,0.266,pingjunzhi:,0.002636734
braided,4.2,atoms,gamma:,0.028,varphi:,0.268,pingjunzhi:,0.002476335
braided,4.2,atoms,gamma:,0.028,varphi:,0.27,pingjunzhi:,0.002723019
braided,4.2,atoms,gamma:,0.028,varphi:,0.272,pingjunzhi:,0.002426022
braided,4.2,atoms,gamma:,0.028,varphi:,0.274,pingjunzhi:,0.002600287
braided,4.2,atoms,gamma:,0.028,varphi:,0.276,pingjunzhi:,0.002593718
braided,4.2,atoms,gamma:,0.028,varphi:,0.278,pingjunzhi:,0.002787865
braided,4.2,atoms,gamma:,0.028,varphi:,0.28,pingjunzhi:,0.002904324
braided,4.2,atoms,gamma:,0.028,varphi:,0.282,pingjunzhi:,0.002889497
braided,4.2,atoms,gamma:,0.028,varphi:,0.284,pingjunzhi:,0.002447982
braided,4.2,atoms,gamma:,0.028,varphi:,0.286,pingjunzhi:,0.002997155
braided,4.2,atoms,gamma:,0.028,varphi:,0.288,pingjunzhi:,0.00273805
braided,4.2,atoms,gamma:,0.028,varphi:,0.29,pingjunzhi:,0.002984068
braided,4.2,atoms,gamma:,0.028,varphi:,0.292,pingjunzhi:,0.002925438
braided,4.2,atoms,gamma:,0.028,varphi:,0.294,pingjunzhi:,0.003155163
braided,4.2,atoms,gamma:,0.028,varphi:,0.296,pingjunzhi:,0.002892433
braided,4.2,atoms,gamma:,0.028,varphi:,0.298,pingjunzhi:,0.002963561
braided,4.2,atoms,gamma:,0.028,varphi:,0.3,pingjunzhi:,0.002970664
braided,4.2,atoms,gamma:,0.03,varphi:,0,pingjunzhi:,1.16E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.002,pingjunzhi:,1.62E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.004,pingjunzhi:,1.53E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.006,pingjunzhi:,1.43E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.008,pingjunzhi:,1.75E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.01,pingjunzhi:,1.57E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.012,pingjunzhi:,1.80E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.014,pingjunzhi:,1.98E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.016,pingjunzhi:,2.16E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.018,pingjunzhi:,2.27E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.02,pingjunzhi:,2.64E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.022,pingjunzhi:,3.49E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.024,pingjunzhi:,3.04E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.026,pingjunzhi:,4.23E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.028,pingjunzhi:,4.36E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.03,pingjunzhi:,4.56E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.032,pingjunzhi:,4.73E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.034,pingjunzhi:,5.67E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.036,pingjunzhi:,6.13E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.038,pingjunzhi:,7.00E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.04,pingjunzhi:,6.87E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.042,pingjunzhi:,9.16E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.044,pingjunzhi:,7.97E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.046,pingjunzhi:,9.50E-05
braided,4.2,atoms,gamma:,0.03,varphi:,0.048,pingjunzhi:,0.000114541
braided,4.2,atoms,gamma:,0.03,varphi:,0.05,pingjunzhi:,0.000125644
braided,4.2,atoms,gamma:,0.03,varphi:,0.052,pingjunzhi:,0.000104851
braided,4.2,atoms,gamma:,0.03,varphi:,0.054,pingjunzhi:,0.000117889
braided,4.2,atoms,gamma:,0.03,varphi:,0.056,pingjunzhi:,0.000134169
braided,4.2,atoms,gamma:,0.03,varphi:,0.058,pingjunzhi:,0.000143142
braided,4.2,atoms,gamma:,0.03,varphi:,0.06,pingjunzhi:,0.000170505
braided,4.2,atoms,gamma:,0.03,varphi:,0.062,pingjunzhi:,0.00017239
braided,4.2,atoms,gamma:,0.03,varphi:,0.064,pingjunzhi:,0.000160286
braided,4.2,atoms,gamma:,0.03,varphi:,0.066,pingjunzhi:,0.000162687
braided,4.2,atoms,gamma:,0.03,varphi:,0.068,pingjunzhi:,0.000200997
braided,4.2,atoms,gamma:,0.03,varphi:,0.07,pingjunzhi:,0.000203056
braided,4.2,atoms,gamma:,0.03,varphi:,0.072,pingjunzhi:,0.000225524
braided,4.2,atoms,gamma:,0.03,varphi:,0.074,pingjunzhi:,0.000194068
braided,4.2,atoms,gamma:,0.03,varphi:,0.076,pingjunzhi:,0.000198932
braided,4.2,atoms,gamma:,0.03,varphi:,0.078,pingjunzhi:,0.000189912
braided,4.2,atoms,gamma:,0.03,varphi:,0.08,pingjunzhi:,0.000294617
braided,4.2,atoms,gamma:,0.03,varphi:,0.082,pingjunzhi:,0.000250148
braided,4.2,atoms,gamma:,0.03,varphi:,0.084,pingjunzhi:,0.000250099
braided,4.2,atoms,gamma:,0.03,varphi:,0.086,pingjunzhi:,0.000317129
braided,4.2,atoms,gamma:,0.03,varphi:,0.088,pingjunzhi:,0.000305903
braided,4.2,atoms,gamma:,0.03,varphi:,0.09,pingjunzhi:,0.000327474
braided,4.2,atoms,gamma:,0.03,varphi:,0.092,pingjunzhi:,0.000375502
braided,4.2,atoms,gamma:,0.03,varphi:,0.094,pingjunzhi:,0.00035911
braided,4.2,atoms,gamma:,0.03,varphi:,0.096,pingjunzhi:,0.000353025
braided,4.2,atoms,gamma:,0.03,varphi:,0.098,pingjunzhi:,0.000380323
braided,4.2,atoms,gamma:,0.03,varphi:,0.1,pingjunzhi:,0.000333156
braided,4.2,atoms,gamma:,0.03,varphi:,0.102,pingjunzhi:,0.000286459
braided,4.2,atoms,gamma:,0.03,varphi:,0.104,pingjunzhi:,0.000427447
braided,4.2,atoms,gamma:,0.03,varphi:,0.106,pingjunzhi:,0.000441574
braided,4.2,atoms,gamma:,0.03,varphi:,0.108,pingjunzhi:,0.00043935
braided,4.2,atoms,gamma:,0.03,varphi:,0.11,pingjunzhi:,0.000356149
braided,4.2,atoms,gamma:,0.03,varphi:,0.112,pingjunzhi:,0.00045629
braided,4.2,atoms,gamma:,0.03,varphi:,0.114,pingjunzhi:,0.000465102
braided,4.2,atoms,gamma:,0.03,varphi:,0.116,pingjunzhi:,0.000549525
braided,4.2,atoms,gamma:,0.03,varphi:,0.118,pingjunzhi:,0.000552901
braided,4.2,atoms,gamma:,0.03,varphi:,0.12,pingjunzhi:,0.000535988
braided,4.2,atoms,gamma:,0.03,varphi:,0.122,pingjunzhi:,0.00057232
braided,4.2,atoms,gamma:,0.03,varphi:,0.124,pingjunzhi:,0.000595655
braided,4.2,atoms,gamma:,0.03,varphi:,0.126,pingjunzhi:,0.000616343
braided,4.2,atoms,gamma:,0.03,varphi:,0.128,pingjunzhi:,0.000699653
braided,4.2,atoms,gamma:,0.03,varphi:,0.13,pingjunzhi:,0.000663053
braided,4.2,atoms,gamma:,0.03,varphi:,0.132,pingjunzhi:,0.00066405
braided,4.2,atoms,gamma:,0.03,varphi:,0.134,pingjunzhi:,0.000531901
braided,4.2,atoms,gamma:,0.03,varphi:,0.136,pingjunzhi:,0.000621221
braided,4.2,atoms,gamma:,0.03,varphi:,0.138,pingjunzhi:,0.00075248
braided,4.2,atoms,gamma:,0.03,varphi:,0.14,pingjunzhi:,0.000780584
braided,4.2,atoms,gamma:,0.03,varphi:,0.142,pingjunzhi:,0.000810928
braided,4.2,atoms,gamma:,0.03,varphi:,0.144,pingjunzhi:,0.000751873
braided,4.2,atoms,gamma:,0.03,varphi:,0.146,pingjunzhi:,0.000771469
braided,4.2,atoms,gamma:,0.03,varphi:,0.148,pingjunzhi:,0.000798156
braided,4.2,atoms,gamma:,0.03,varphi:,0.15,pingjunzhi:,0.0007389
braided,4.2,atoms,gamma:,0.03,varphi:,0.152,pingjunzhi:,0.000778586
braided,4.2,atoms,gamma:,0.03,varphi:,0.154,pingjunzhi:,0.001054646
braided,4.2,atoms,gamma:,0.03,varphi:,0.156,pingjunzhi:,0.000771483
braided,4.2,atoms,gamma:,0.03,varphi:,0.158,pingjunzhi:,0.000856307
braided,4.2,atoms,gamma:,0.03,varphi:,0.16,pingjunzhi:,0.001070087
braided,4.2,atoms,gamma:,0.03,varphi:,0.162,pingjunzhi:,0.000866598
braided,4.2,atoms,gamma:,0.03,varphi:,0.164,pingjunzhi:,0.001389824
braided,4.2,atoms,gamma:,0.03,varphi:,0.166,pingjunzhi:,0.000831891
braided,4.2,atoms,gamma:,0.03,varphi:,0.168,pingjunzhi:,0.001076213
braided,4.2,atoms,gamma:,0.03,varphi:,0.17,pingjunzhi:,0.000952951
braided,4.2,atoms,gamma:,0.03,varphi:,0.172,pingjunzhi:,0.001063746
braided,4.2,atoms,gamma:,0.03,varphi:,0.174,pingjunzhi:,0.00119568
braided,4.2,atoms,gamma:,0.03,varphi:,0.176,pingjunzhi:,0.001209119
braided,4.2,atoms,gamma:,0.03,varphi:,0.178,pingjunzhi:,0.001221446
braided,4.2,atoms,gamma:,0.03,varphi:,0.18,pingjunzhi:,0.001230777
braided,4.2,atoms,gamma:,0.03,varphi:,0.182,pingjunzhi:,0.001203028
braided,4.2,atoms,gamma:,0.03,varphi:,0.184,pingjunzhi:,0.001325808
braided,4.2,atoms,gamma:,0.03,varphi:,0.186,pingjunzhi:,0.001302629
braided,4.2,atoms,gamma:,0.03,varphi:,0.188,pingjunzhi:,0.001417995
braided,4.2,atoms,gamma:,0.03,varphi:,0.19,pingjunzhi:,0.001381919
braided,4.2,atoms,gamma:,0.03,varphi:,0.192,pingjunzhi:,0.001307818
braided,4.2,atoms,gamma:,0.03,varphi:,0.194,pingjunzhi:,0.00130791
braided,4.2,atoms,gamma:,0.03,varphi:,0.196,pingjunzhi:,0.001457834
braided,4.2,atoms,gamma:,0.03,varphi:,0.198,pingjunzhi:,0.001293452
braided,4.2,atoms,gamma:,0.03,varphi:,0.2,pingjunzhi:,0.001613059
braided,4.2,atoms,gamma:,0.03,varphi:,0.202,pingjunzhi:,0.00104702
braided,4.2,atoms,gamma:,0.03,varphi:,0.204,pingjunzhi:,0.00119644
braided,4.2,atoms,gamma:,0.03,varphi:,0.206,pingjunzhi:,0.001466565
braided,4.2,atoms,gamma:,0.03,varphi:,0.208,pingjunzhi:,0.001846299
braided,4.2,atoms,gamma:,0.03,varphi:,0.21,pingjunzhi:,0.001607602
braided,4.2,atoms,gamma:,0.03,varphi:,0.212,pingjunzhi:,0.001531329
braided,4.2,atoms,gamma:,0.03,varphi:,0.214,pingjunzhi:,0.001490902
braided,4.2,atoms,gamma:,0.03,varphi:,0.216,pingjunzhi:,0.001851354
braided,4.2,atoms,gamma:,0.03,varphi:,0.218,pingjunzhi:,0.001710263
braided,4.2,atoms,gamma:,0.03,varphi:,0.22,pingjunzhi:,0.001718635
braided,4.2,atoms,gamma:,0.03,varphi:,0.222,pingjunzhi:,0.001865215
braided,4.2,atoms,gamma:,0.03,varphi:,0.224,pingjunzhi:,0.002032716
braided,4.2,atoms,gamma:,0.03,varphi:,0.226,pingjunzhi:,0.001991936
braided,4.2,atoms,gamma:,0.03,varphi:,0.228,pingjunzhi:,0.001871152
braided,4.2,atoms,gamma:,0.03,varphi:,0.23,pingjunzhi:,0.002090313
braided,4.2,atoms,gamma:,0.03,varphi:,0.232,pingjunzhi:,0.002075159
braided,4.2,atoms,gamma:,0.03,varphi:,0.234,pingjunzhi:,0.00184531
braided,4.2,atoms,gamma:,0.03,varphi:,0.236,pingjunzhi:,0.002290541
braided,4.2,atoms,gamma:,0.03,varphi:,0.238,pingjunzhi:,0.001922675
braided,4.2,atoms,gamma:,0.03,varphi:,0.24,pingjunzhi:,0.002223463
braided,4.2,atoms,gamma:,0.03,varphi:,0.242,pingjunzhi:,0.002083923
braided,4.2,atoms,gamma:,0.03,varphi:,0.244,pingjunzhi:,0.002291675
braided,4.2,atoms,gamma:,0.03,varphi:,0.246,pingjunzhi:,0.002343422
braided,4.2,atoms,gamma:,0.03,varphi:,0.248,pingjunzhi:,0.002302334
braided,4.2,atoms,gamma:,0.03,varphi:,0.25,pingjunzhi:,0.00183226
braided,4.2,atoms,gamma:,0.03,varphi:,0.252,pingjunzhi:,0.002351312
braided,4.2,atoms,gamma:,0.03,varphi:,0.254,pingjunzhi:,0.002115247
braided,4.2,atoms,gamma:,0.03,varphi:,0.256,pingjunzhi:,0.002163935
braided,4.2,atoms,gamma:,0.03,varphi:,0.258,pingjunzhi:,0.001985507
braided,4.2,atoms,gamma:,0.03,varphi:,0.26,pingjunzhi:,0.002415331
braided,4.2,atoms,gamma:,0.03,varphi:,0.262,pingjunzhi:,0.002375534
braided,4.2,atoms,gamma:,0.03,varphi:,0.264,pingjunzhi:,0.002271512
braided,4.2,atoms,gamma:,0.03,varphi:,0.266,pingjunzhi:,0.002473519
braided,4.2,atoms,gamma:,0.03,varphi:,0.268,pingjunzhi:,0.002626199
braided,4.2,atoms,gamma:,0.03,varphi:,0.27,pingjunzhi:,0.002688812
braided,4.2,atoms,gamma:,0.03,varphi:,0.272,pingjunzhi:,0.002515878
braided,4.2,atoms,gamma:,0.03,varphi:,0.274,pingjunzhi:,0.00252928
braided,4.2,atoms,gamma:,0.03,varphi:,0.276,pingjunzhi:,0.002716247
braided,4.2,atoms,gamma:,0.03,varphi:,0.278,pingjunzhi:,0.002937171
braided,4.2,atoms,gamma:,0.03,varphi:,0.28,pingjunzhi:,0.002717049
braided,4.2,atoms,gamma:,0.03,varphi:,0.282,pingjunzhi:,0.002579063
braided,4.2,atoms,gamma:,0.03,varphi:,0.284,pingjunzhi:,0.002795465
braided,4.2,atoms,gamma:,0.03,varphi:,0.286,pingjunzhi:,0.002937748
braided,4.2,atoms,gamma:,0.03,varphi:,0.288,pingjunzhi:,0.003530246
braided,4.2,atoms,gamma:,0.03,varphi:,0.29,pingjunzhi:,0.002749137
braided,4.2,atoms,gamma:,0.03,varphi:,0.292,pingjunzhi:,0.002576763
braided,4.2,atoms,gamma:,0.03,varphi:,0.294,pingjunzhi:,0.003256563
braided,4.2,atoms,gamma:,0.03,varphi:,0.296,pingjunzhi:,0.002759286
braided,4.2,atoms,gamma:,0.03,varphi:,0.298,pingjunzhi:,0.003092119
braided,4.2,atoms,gamma:,0.03,varphi:,0.3,pingjunzhi:,0.002785754
braided,4.2,atoms,gamma:,0.032,varphi:,0,pingjunzhi:,1.50E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.002,pingjunzhi:,1.38E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.004,pingjunzhi:,2.00E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.006,pingjunzhi:,2.03E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.008,pingjunzhi:,1.51E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.01,pingjunzhi:,2.13E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.012,pingjunzhi:,2.21E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.014,pingjunzhi:,2.16E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.016,pingjunzhi:,2.16E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.018,pingjunzhi:,2.97E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.02,pingjunzhi:,3.27E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.022,pingjunzhi:,3.69E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.024,pingjunzhi:,3.59E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.026,pingjunzhi:,3.78E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.028,pingjunzhi:,4.22E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.03,pingjunzhi:,4.60E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.032,pingjunzhi:,5.45E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.034,pingjunzhi:,5.55E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.036,pingjunzhi:,6.29E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.038,pingjunzhi:,7.72E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.04,pingjunzhi:,8.95E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.042,pingjunzhi:,6.69E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.044,pingjunzhi:,9.10E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.046,pingjunzhi:,9.25E-05
braided,4.2,atoms,gamma:,0.032,varphi:,0.048,pingjunzhi:,0.000117264
braided,4.2,atoms,gamma:,0.032,varphi:,0.05,pingjunzhi:,0.000108123
braided,4.2,atoms,gamma:,0.032,varphi:,0.052,pingjunzhi:,0.000101828
braided,4.2,atoms,gamma:,0.032,varphi:,0.054,pingjunzhi:,0.000137945
braided,4.2,atoms,gamma:,0.032,varphi:,0.056,pingjunzhi:,0.000129869
braided,4.2,atoms,gamma:,0.032,varphi:,0.058,pingjunzhi:,0.000144297
braided,4.2,atoms,gamma:,0.032,varphi:,0.06,pingjunzhi:,0.000131841
braided,4.2,atoms,gamma:,0.032,varphi:,0.062,pingjunzhi:,0.000149061
braided,4.2,atoms,gamma:,0.032,varphi:,0.064,pingjunzhi:,0.000136258
braided,4.2,atoms,gamma:,0.032,varphi:,0.066,pingjunzhi:,0.000178179
braided,4.2,atoms,gamma:,0.032,varphi:,0.068,pingjunzhi:,0.000187335
braided,4.2,atoms,gamma:,0.032,varphi:,0.07,pingjunzhi:,0.000214961
braided,4.2,atoms,gamma:,0.032,varphi:,0.072,pingjunzhi:,0.000178556
braided,4.2,atoms,gamma:,0.032,varphi:,0.074,pingjunzhi:,0.000212315
braided,4.2,atoms,gamma:,0.032,varphi:,0.076,pingjunzhi:,0.000244738
braided,4.2,atoms,gamma:,0.032,varphi:,0.078,pingjunzhi:,0.000298832
braided,4.2,atoms,gamma:,0.032,varphi:,0.08,pingjunzhi:,0.000277624
braided,4.2,atoms,gamma:,0.032,varphi:,0.082,pingjunzhi:,0.000242711
braided,4.2,atoms,gamma:,0.032,varphi:,0.084,pingjunzhi:,0.000287227
braided,4.2,atoms,gamma:,0.032,varphi:,0.086,pingjunzhi:,0.000347702
braided,4.2,atoms,gamma:,0.032,varphi:,0.088,pingjunzhi:,0.000305157
braided,4.2,atoms,gamma:,0.032,varphi:,0.09,pingjunzhi:,0.000276731
